ID,Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,Approx_Server_Power(Watts),Cooling_Unit_Power_Consumption(Watts),PUE
11,2025-01-01 10:00:00,74.41743772648515,23.013192780224347,28.13966425336938,20.72287359621184,0.83,75.74684654685103,45.47684258225662,0.08,3.28,Maintain,2,1125.3344840357672,830.0,1.7375584875204264
12,2025-01-01 11:00:00,79.66193956492684,21.58475197622977,26.488490194623896,22.553045977996877,0.81,73.86468739401404,43.04453184360132,0.11,1.45,Reduce AHU,1,1189.8418566486002,810.0,1.6807627378998988
13,2025-01-01 12:00:00,71.49806506003111,20.857687597806024,24.992444219232198,23.32205808094156,0.76,66.12665080711741,46.46230272747204,0.09,0.68,Boost All,3,1089.4262002383825,760.0,1.6976149461374261
14,2025-01-01 13:00:00,58.50918952060892,19.693436191156906,20.740862244885143,23.159080993757083,0.63,53.09316341711935,41.49160668957116,0.09,0.84,Eco Mode,4,929.6630311034896,630.0,1.6776648946147765
15,2025-01-01 14:00:00,56.861604729097046,20.517227620420968,23.75737137630897,22.77300731961177,0.66,52.34188916167217,48.59020551885317,0.1,1.23,Eco Mode,4,909.3977381678937,660.0,1.7257550489730273
16,2025-01-01 15:00:00,11.596785795254236,15.759822716480912,20.28165213750584,21.15239258393336,0.39,20.0,46.02122575313346,0.05,2.85,Eco Mode,4,352.6404652816271,390.0,2.105942279450365
17,2025-01-01 16:00:00,48.973248798549946,21.08141035217642,25.762863816701525,24.142881881270043,0.71,57.37442953671357,49.22380132282219,0.07,0.14,Eco Mode,4,812.3709602221643,710.0,1.8739849585537027
18,2025-01-01 17:00:00,37.956368537462765,18.113041613250218,27.378853414927885,24.174170427227164,0.57,40.17749976459828,49.809626589656,0.05,0.17,Reduce AHU,1,676.8633330107921,570.0,1.8421197783968477
19,2025-01-01 18:00:00,52.64460171251816,19.64880835075109,28.884316437493176,23.40127312195257,0.62,48.90448245280616,45.92044030398629,0.09,0.6,Increase Chiller,0,857.5286010639734,620.0,1.7230079547559565
20,2025-01-01 19:00:00,80.14384229417854,25.13382452643752,28.973983970000823,25.783774156835797,0.94,88.7804407624218,46.72157776202948,0.09,1.78,Reduce AHU,1,1195.769260218396,940.0,1.7861048375071273
21,2025-01-01 20:00:00,65.09820499250785,20.008827123942872,24.778615914329265,21.190757602603277,0.74,67.15180551248639,39.79938671069948,0.08,2.81,Reduce AHU,1,1010.7079214078465,740.0,1.7321600873269412
22,2025-01-01 21:00:00,78.57452350485872,21.01990468430066,29.19939127391785,21.32731761474293,0.78,68.92066769410472,46.25450074457122,0.06,2.67,Boost All,3,1176.4666391097621,780.0,1.6630022255371641
23,2025-01-01 22:00:00,46.01620524485563,20.55438615605396,28.66728469071475,21.28086834834576,0.57,47.05245400027461,38.73027683410052,0.06,2.72,Boost All,3,775.9993245117242,570.0,1.734536721869773
24,2025-01-01 23:00:00,53.11419148489016,21.28760147721253,26.802527431301023,18.0,0.54,45.850662537442346,34.571486972673,0.06,6.0,Maintain,2,863.304555264149,540.0,1.625503475809616
25,2025-01-02 00:00:00,53.374226628207175,19.740405265644743,26.09571311018452,20.03244727053444,0.54,43.80661739091913,38.77712441240588,0.05,3.97,Maintain,2,866.5029875269482,540.0,1.6231946199530052
26,2025-01-02 01:00:00,87.34452850972994,23.51288053638184,28.94147029888278,27.17909267119385,1.02,93.28533965685608,55.455017172357735,0.15,3.18,Reduce AHU,1,1284.3377006696783,1020.0,1.794183647702744
27,2025-01-02 02:00:00,39.08222064993505,18.4044866228161,19.61731658023684,25.174080331693965,0.63,44.80252242854762,54.85308846177771,0.09,1.17,Boost All,3,690.7113139942012,630.0,1.9121032003325331
28,2025-01-02 03:00:00,47.34104406963394,19.101767622878057,25.82496382103732,23.564019910172306,0.58,43.63793729697914,46.777844348630566,0.07,0.44,Increase Chiller,0,792.2948420564974,580.0,1.7320507079088634
29,2025-01-02 04:00:00,100.0,25.00320377126321,28.842889639804483,27.150395751427748,1.07,100.0,54.13925502177561,0.11,3.15,Boost All,3,1440.0,1070.0,1.7430555555555556
30,2025-01-02 05:00:00,50.21613966463356,20.65313912412499,23.501727216224968,25.045241572232896,0.73,58.12521521537168,52.6463266614814,0.06,1.05,Reduce AHU,1,827.6585178749929,730.0,1.8820062673604443
31,2025-01-02 06:00:00,59.24129059531276,20.484101380848447,22.95348353252389,27.61715618697021,0.73,59.13533691485153,52.18641355128972,0.08,3.62,Reduce AHU,1,938.667874322347,730.0,1.7776978630775122
32,2025-01-02 07:00:00,72.34254358946286,21.726163673280197,27.19917824838884,25.126216716468612,0.78,65.01163283970598,52.3541413542963,0.09,1.13,Reduce AHU,1,1099.8132861503932,780.0,1.7092112905183976
33,2025-01-02 08:00:00,55.02774679989625,21.98198933802384,25.79690497677309,23.856638898618908,0.67,53.84006706970493,47.78086280164964,0.1,0.14,Boost All,3,886.8412856387239,670.0,1.755490312471696
34,2025-01-02 09:00:00,98.02169727883091,24.76809193898924,27.09844245391536,20.88416341089408,1.01,100.0,41.22393676037152,0.14,3.12,Boost All,3,1415.6668765296201,1010.0,1.713444678790482
35,2025-01-02 10:00:00,51.22371351603746,20.31155181450852,25.065540500841244,26.558091287096516,0.71,56.85872842934667,51.1262465800065,0.09,2.56,Boost All,3,840.0516762472607,710.0,1.8451860999453784
36,2025-01-02 11:00:00,31.80669729136929,19.5991161322174,26.582951143276745,25.88201732829504,0.52,32.473996465784346,52.48113401211421,0.08,1.88,Maintain,2,601.2223766838422,520.0,1.8649046013026995
37,2025-01-02 12:00:00,76.26188293017742,21.33753516386481,28.08981050708072,23.81615982930568,0.89,79.07689175750508,51.00746995568479,0.09,0.18,Increase Chiller,0,1148.0211600411822,890.0,1.77524703461744
38,2025-01-02 13:00:00,86.81200759719336,23.615715079904856,26.51534261201176,27.041592282765336,0.93,84.59842326565037,49.70309391082344,0.1,3.04,Reduce AHU,1,1277.7876934454782,930.0,1.7278204390060372
39,2025-01-02 14:00:00,36.60481759864806,19.03220258112168,20.760814921718005,27.47129129981528,0.63,41.93390367167274,58.425135519267165,0.08,3.47,Boost All,3,660.2392564633711,630.0,1.95419954786489
40,2025-01-02 15:00:00,37.15485067176146,18.676978983841995,27.764216931199478,27.21818093771116,0.53,32.78349998364217,52.8322047429399,0.07,3.22,Increase Chiller,0,667.0046632626659,530.0,1.794597143305558
41,2025-01-02 16:00:00,42.29524011965867,21.07044852104936,28.274645732641865,25.010489008040413,0.52,33.821342612339464,50.87482797948031,0.06,1.01,Boost All,3,730.2314534718016,520.0,1.7121029880700422
42,2025-01-02 17:00:00,97.98613177882108,24.48129230060648,29.325792345190045,24.01114614339908,1.0,96.7295280410262,44.708928092380674,0.15,0.01,Increase Chiller,0,1415.2294208794992,1000.0,1.706599216527414
43,2025-01-02 18:00:00,41.43212650244492,19.78112638221841,25.274796264237978,28.45280762909998,0.7,49.71308843743439,60.81654347790037,0.09,4.45,Eco Mode,4,719.6151559800726,700.0,1.972742158336899
44,2025-01-02 19:00:00,92.6330834766476,23.84733400572081,31.17221006157337,25.82533041120686,1.07,100.0,54.90710426875497,0.14,1.83,Maintain,2,1349.3869267627656,1070.0,1.7929526948708283
45,2025-01-02 20:00:00,95.83183640591938,24.059424157474226,26.967727854384265,24.206731176973467,0.94,87.31782372983082,48.23595028239888,0.08,0.21,Reduce AHU,1,1388.7315877928083,940.0,1.6768766608772807
46,2025-01-02 21:00:00,43.53736206269637,17.59658975669713,23.18846545848806,28.25899912948508,0.66,48.10846566842285,54.51030293849631,0.06,4.26,Eco Mode,4,745.5095533711653,660.0,1.8853005263520843
47,2025-01-02 22:00:00,59.122011372083584,22.07891529018748,28.370082864649,23.998862592739616,0.71,58.029817991806205,48.5229668019004,0.1,0.0,Boost All,3,937.2007398766281,710.0,1.7575751595047435
48,2025-01-02 23:00:00,60.87682848949341,23.04477751431274,24.84618215229791,25.220540543830836,0.73,56.887869140822346,54.81199443771163,0.07,1.22,Eco Mode,4,958.7849904207691,730.0,1.7613802962013776
49,2025-01-03 00:00:00,50.84214122641582,18.64227351301115,24.541098522294117,23.06136468416976,0.68,54.60692108351214,47.7759508204764,0.08,0.94,Maintain,2,835.3583370849145,680.0,1.8140219230623156
50,2025-01-03 01:00:00,80.36561011318658,22.466563683969493,23.60379030803796,26.1368263563483,0.93,80.5184353519359,56.82190013944352,0.1,2.14,Boost All,3,1198.4970043921949,930.0,1.7759719019670306
51,2025-01-03 02:00:00,71.88769964096537,22.867178458329228,29.569690817923075,19.332268131667576,0.73,64.41022708574538,43.658566813968825,0.09,4.67,Reduce AHU,1,1094.218705583874,730.0,1.6671426802290614
52,2025-01-03 03:00:00,70.00810229551678,21.62027396342495,29.66386610907994,22.192424789525703,0.83,78.20789920166678,41.52295174317919,0.12,1.81,Eco Mode,4,1071.0996582348564,830.0,1.7749045512420552
53,2025-01-03 04:00:00,46.171898578344965,18.40559205093982,26.246104110973203,23.34654955685137,0.61,44.41715113922545,51.57356445803883,0.06,0.65,Increase Chiller,0,777.914352513643,610.0,1.7841480209600604
54,2025-01-03 05:00:00,54.02985875905955,18.24296094367165,25.254923153231523,23.87389387180583,0.72,57.98402642663968,52.05407365262762,0.11,0.13,Maintain,2,874.5672627364324,720.0,1.8232642938716834
55,2025-01-03 06:00:00,35.31128627237122,17.272787849157027,20.45962160026735,26.544119085984125,0.49,30.04764745244465,49.37812286186262,0.06,2.54,Increase Chiller,0,644.328821150166,490.0,1.760481269680472
56,2025-01-03 07:00:00,58.503199054105785,20.460454312526657,23.52188353853345,21.503552136371287,0.74,62.88700954203673,46.53654217271996,0.09,2.5,Increase Chiller,0,929.5893483655011,740.0,1.7960504294731254
57,2025-01-03 08:00:00,50.97578715326005,20.77925835979041,24.704318370625437,21.43008904679632,0.64,56.09019135693643,38.00177326591924,0.05,2.57,Increase Chiller,0,837.0021819850987,640.0,1.7646336100129711
58,2025-01-03 09:00:00,51.24800351864205,19.64889653654325,26.005026750092185,25.86376444263849,0.73,59.51822908819945,50.59117130443665,0.09,1.86,Reduce AHU,1,840.3504432792972,730.0,1.8686852084605596
59,2025-01-03 10:00:00,32.25493003802502,17.695266984915403,23.31143196745818,23.125260172779228,0.59,42.22429013326435,50.29380623766977,0.06,0.87,Increase Chiller,0,606.7356394677078,590.0,1.9724169170573362
60,2025-01-03 11:00:00,80.08764550398426,22.68848769591988,30.612956891855013,26.818210368543152,0.83,70.90448542299231,53.17269120407696,0.12,2.82,Increase Chiller,0,1195.0780396990065,830.0,1.694515314003297
61,2025-01-03 12:00:00,69.06651938167364,24.149028184703187,31.680556497136983,25.013843564438016,0.78,67.48024495767758,48.00681532073605,0.07,1.01,Eco Mode,4,1059.5181883945856,780.0,1.7361836809822773
62,2025-01-03 13:00:00,75.59306264608176,23.087386321056247,28.866814235907988,22.53831638175812,0.9,85.51794870422052,42.35001978413912,0.1,1.46,Maintain,2,1139.7946705468057,900.0,1.7896159047385556
63,2025-01-03 14:00:00,60.52259662113138,24.260161553160884,29.400677972071183,22.76604401323542,0.74,61.21019997458821,49.94176587578608,0.1,1.23,Maintain,2,954.4279384399159,740.0,1.775333548187604
64,2025-01-03 15:00:00,44.52551943003013,20.560245909058708,30.077107905132785,22.18519623813095,0.49,36.48614115033521,40.56806584260315,0.06,1.81,Maintain,2,757.6638889893705,490.0,1.646724764266645
65,2025-01-03 16:00:00,57.45751050190154,20.521651210809743,27.67564458358218,25.690463843304663,0.71,54.46146510850315,54.49864286375435,0.1,1.69,Increase Chiller,0,916.727379173389,710.0,1.774494158383494
66,2025-01-03 17:00:00,51.75896531842794,20.4243822066697,27.28318451530729,25.2223092741383,0.66,51.217360026915735,51.04894427729606,0.08,1.22,Maintain,2,846.6352734166637,660.0,1.7795564639499577
67,2025-01-03 18:00:00,93.39746227737682,24.09163262283356,28.98510827573752,19.57653231004813,0.89,85.60548359911593,40.37840767968565,0.08,4.42,Maintain,2,1358.7887860117348,890.0,1.6549951023751779
68,2025-01-03 19:00:00,59.52183542972837,22.42228528984751,28.57216094642249,18.0,0.72,68.39301110111077,34.79964439141862,0.1,6.0,Boost All,3,942.1185757856589,720.0,1.7642350108632259
69,2025-01-03 20:00:00,74.344720380736,23.30308626937249,27.761822845104604,24.238317763247917,0.87,79.79719548341983,45.941962527594434,0.1,0.24,Reduce AHU,1,1124.440060683053,870.0,1.7737184314400087
70,2025-01-03 21:00:00,57.01445594348504,21.54567945598658,25.470658605803223,21.890709419377774,0.7,61.04500073525857,41.61467758941043,0.1,2.11,Boost All,3,911.277808104866,700.0,1.7681521417225676
71,2025-01-03 22:00:00,63.756420842488495,20.47669194509693,24.881618124741085,24.748483765218708,0.77,64.2431110095851,51.902538497084834,0.06,0.75,Reduce AHU,1,994.2039763626085,770.0,1.7744889562975996
72,2025-01-03 23:00:00,92.21696942180397,23.624831691876032,27.243778369331487,23.85254198257996,1.0,95.18237777549574,46.90326394191333,0.14,0.15,Eco Mode,4,1344.2687238881888,1000.0,1.7438988813989371
73,2025-01-04 00:00:00,100.0,26.01628474618568,26.297303765604127,25.360936708284022,1.06,99.4314779763604,53.24068571843991,0.11,1.36,Eco Mode,4,1440.0,1060.0,1.7361111111111112
74,2025-01-04 01:00:00,52.17819043091508,19.127850251979066,23.24557464758527,30.499244301529192,0.68,46.96166017875169,60.25953772032287,0.08,6.5,Boost All,3,851.7917423002556,680.0,1.7983172015305835
75,2025-01-04 02:00:00,55.66066993033164,22.26718805574265,29.801509144314405,21.150856009603665,0.6,46.59034929902116,45.26902185355559,0.08,2.85,Reduce AHU,1,894.6262401430791,600.0,1.6706711396080232
76,2025-01-04 03:00:00,96.58773351961776,24.253834546646704,26.49809855691537,23.52028339787711,0.99,96.29912021044096,44.89891711415845,0.09,0.48,Reduce AHU,1,1398.0291222912983,990.0,1.7081397548982675
77,2025-01-04 04:00:00,77.1335115736534,23.632067293863685,27.32016911388147,24.06238570568012,0.9,82.87661147074343,48.252712972372855,0.08,0.06,Increase Chiller,0,1158.7421923559368,900.0,1.776704262550528
78,2025-01-04 05:00:00,75.4321458019054,23.92686418298736,30.002293438275764,27.495238014366624,0.92,80.80496100741458,54.2827314670264,0.13,3.5,Reduce AHU,1,1137.8153933634364,920.0,1.808567018310797
79,2025-01-04 06:00:00,33.023653642514034,20.09867946491961,24.61123949931484,22.74100729809042,0.42,27.00537991618545,40.78687383321223,0.04,1.26,Boost All,3,616.1909398029227,420.0,1.6816069060254752
80,2025-01-04 07:00:00,62.51182252953773,22.105219843018578,24.81765175950109,22.351686269218938,0.71,60.189890970949314,46.38435787124641,0.08,1.65,Eco Mode,4,978.8954171133141,710.0,1.725307308204317
81,2025-01-04 08:00:00,54.987785324697086,21.05032729425951,23.212991333358165,25.37294568490003,0.63,49.68541393719836,47.12425184652265,0.06,1.37,Maintain,2,886.3497594937741,630.0,1.710780358715069
82,2025-01-04 09:00:00,51.93462866271624,19.245448601281687,22.005942026936715,26.039966135856343,0.62,45.90866347078645,49.80312976331852,0.09,2.04,Boost All,3,848.7959325514098,620.0,1.7304464786209939
83,2025-01-04 10:00:00,51.38772383497864,21.27663868165564,26.964584203878097,26.5080554652508,0.65,46.25804153156778,55.27327470917095,0.08,2.51,Increase Chiller,0,842.0690031702372,650.0,1.7719082373925032
84,2025-01-04 11:00:00,31.10260688665346,17.186613680443475,24.531922262362723,25.84212164027156,0.47,25.303315037097956,53.5269402576067,0.06,1.84,Maintain,2,592.5620647058377,470.0,1.7931658605808989
85,2025-01-04 12:00:00,70.12102294529194,21.83156500980132,29.21007756388708,20.57678941875905,0.79,73.47297014413039,39.55425339179517,0.1,3.42,Eco Mode,4,1072.4885822270908,790.0,1.7366045784464341
86,2025-01-04 13:00:00,38.78123853429844,19.640496052882323,25.42254347224397,28.741110769749,0.6,40.84328677510228,54.82092511654601,0.08,4.74,Maintain,2,687.0092339718708,600.0,1.8733507067018063
87,2025-01-04 14:00:00,93.06727492734046,22.725585023737068,26.79573983566186,21.50488988897768,0.97,92.32023176851796,46.89682535499868,0.12,2.5,Eco Mode,4,1354.7274816062877,970.0,1.7160111632561554
88,2025-01-04 15:00:00,68.88072248982833,23.61410215502429,28.322804939636093,23.96967018537478,0.71,59.92682606316774,46.53532511856597,0.07,0.03,Increase Chiller,0,1057.2328866248886,710.0,1.67156442916433
89,2025-01-04 16:00:00,45.7619194266534,18.770362224167368,18.770362224167368,26.390493331235323,0.63,43.83182903237441,55.5497259891304,0.06,2.39,Eco Mode,4,772.8716089478368,630.0,1.815141858888648
90,2025-01-04 17:00:00,61.47935930907511,21.671761941740726,25.962505180212283,25.57062756883733,0.72,56.74476332605488,54.08158083712322,0.06,1.57,Reduce AHU,1,966.1961195016238,720.0,1.7451903246841698
91,2025-01-04 18:00:00,55.187189577746985,20.29115806933137,23.556411484025432,24.350871077415,0.71,60.05566910515864,46.06520633506807,0.1,0.35,Increase Chiller,0,888.8024318062879,710.0,1.7988276973512407
92,2025-01-04 19:00:00,53.7187887202298,20.179427911479088,27.247540630510585,23.778585140633773,0.63,52.14266715843544,43.32802558559617,0.07,0.22,Boost All,3,870.7411012588266,630.0,1.7235216060080452
93,2025-01-04 20:00:00,46.00465494046723,17.728683668164667,25.74104816111512,23.774040650222112,0.61,45.51199102253547,48.8603909435775,0.05,0.23,Eco Mode,4,775.857255767747,610.0,1.7862270997212968
94,2025-01-04 21:00:00,100.0,27.44039963150192,35.070034968943496,19.26108190602804,0.99,100.0,37.38508060900586,0.13,4.74,Increase Chiller,0,1440.0,990.0,1.6875
95,2025-01-04 22:00:00,87.26591032017825,25.7465087647662,28.126428539683875,22.443130354768343,0.95,90.00799494562764,46.44709322194801,0.11,1.56,Increase Chiller,0,1283.3706969381924,950.0,1.7402381885970024
96,2025-01-04 23:00:00,100.0,26.33314550364677,33.27544757237002,18.0,0.95,97.38304845813715,34.3186186469728,0.09,6.0,Maintain,2,1440.0,950.0,1.6597222222222223
97,2025-01-05 00:00:00,47.66854533699436,18.462770645614302,25.84763177833636,22.548527289968614,0.55,40.77529582073519,45.674316003369576,0.06,1.45,Eco Mode,4,796.3231076450306,550.0,1.690674419365422
98,2025-01-05 01:00:00,88.78234174320437,23.7216143887558,27.612126965763387,25.088925752430008,0.9,81.42084617871541,49.4711484801822,0.11,1.09,Increase Chiller,0,1302.0228034414138,900.0,1.691232133278453
99,2025-01-05 02:00:00,66.80376587838845,22.527322032936205,27.77867958521334,23.996591143476444,0.74,60.96246996086266,50.64151213478189,0.09,0.0,Increase Chiller,0,1031.686320304178,740.0,1.7172722807663299
100,2025-01-05 03:00:00,62.0703685843881,21.03803423049669,25.427321462691467,21.18885321373025,0.68,59.55652085416479,41.25915532864241,0.06,2.81,Increase Chiller,0,973.4655335879737,680.0,1.698535260404828
101,2025-01-05 04:00:00,61.83541273267296,21.5905928468884,26.971187869733768,27.503332647253867,0.84,71.82055048470659,53.1235913702152,0.11,3.5,Maintain,2,970.5755766118774,840.0,1.8654658331011216
102,2025-01-05 05:00:00,46.52220481001922,20.1761626780484,25.979456290803128,21.52146648989838,0.58,45.338643694891616,42.674207978551394,0.05,2.48,Boost All,3,782.2231191632363,580.0,1.7414764225077373
103,2025-01-05 06:00:00,63.34319807959884,21.49746231276336,27.979817324002724,19.7284485480714,0.75,72.09863137638791,34.62313370144295,0.11,4.27,Boost All,3,989.1213363790657,750.0,1.758248732906287
104,2025-01-05 07:00:00,83.31014413105143,23.14722383001636,27.98599419101409,27.113486958592148,1.0,92.45683550657525,51.593752087433714,0.13,3.11,Eco Mode,4,1234.7147728119326,1000.0,1.8099036490205795
105,2025-01-05 08:00:00,42.7888682336994,18.757766031789227,22.37310726004955,20.7663902767632,0.58,45.51549050156388,43.24249643882069,0.05,3.23,Increase Chiller,0,736.3030792745026,580.0,1.78771910144867
106,2025-01-05 09:00:00,84.6566317337658,23.28434250126073,30.69659841084934,27.501047297427174,0.93,80.85537723353778,56.22669966567816,0.12,3.5,Eco Mode,4,1251.2765703253194,930.0,1.7432409605161945
107,2025-01-05 10:00:00,22.348442828737795,17.13725472392113,25.895674961188668,32.96111024628666,0.47,20.0,61.656446701514696,0.06,8.96,Reduce AHU,1,484.88584679347485,470.0,1.9693003066764805
108,2025-01-05 11:00:00,52.53604906875093,19.79163807707067,28.27621574005282,20.059090364504414,0.68,57.01743129412422,44.87525158409581,0.07,3.94,Boost All,3,856.1934035456363,680.0,1.79421307987659
109,2025-01-05 12:00:00,62.82285158073702,20.275400036612137,22.880902281323877,24.90634958703389,0.68,53.3775473248307,51.07645573990166,0.07,0.91,Increase Chiller,0,982.7210744430654,680.0,1.6919562607175942
110,2025-01-05 13:00:00,56.70874439933134,20.238015622924262,25.70251015167345,21.97092176315566,0.67,57.38023622819657,43.00206973216136,0.07,2.03,Eco Mode,4,907.5175561117754,670.0,1.7382777286101103
111,2025-01-05 14:00:00,77.12554784940937,23.26534267919857,27.33545230551849,24.74847878654837,0.82,73.89511923115195,45.27158287485894,0.09,0.75,Increase Chiller,0,1158.6442385477353,820.0,1.7077237107982361
112,2025-01-05 15:00:00,69.78059880145852,23.279404620807732,28.411749933996923,18.555881471898356,0.69,63.33244101034392,37.5829944127677,0.09,5.44,Increase Chiller,0,1068.3013652579398,690.0,1.645885161658855
113,2025-01-05 16:00:00,100.0,26.13399476444192,30.430887368518384,27.81229440079196,1.07,98.69112887579108,55.53241292680717,0.12,3.81,Eco Mode,4,1440.0,1070.0,1.7430555555555556
114,2025-01-05 17:00:00,72.62018147154423,21.62201586827393,27.98872461616137,25.966882686095012,0.84,75.11537510767448,48.48563401399152,0.1,1.97,Increase Chiller,0,1103.228232099994,840.0,1.7614018346875158
115,2025-01-05 18:00:00,68.4891095418584,20.08174536097767,20.08174536097767,25.68331430695176,0.84,71.06882101825954,54.90574391112457,0.07,1.68,Eco Mode,4,1052.4160473648583,840.0,1.7981634279553924
116,2025-01-05 19:00:00,57.303922899232575,22.93206171553711,27.818773470780734,26.157520082881103,0.77,63.12385658705253,52.216825967726834,0.09,2.16,Boost All,3,914.8382516605607,770.0,1.8416788416994383
117,2025-01-05 20:00:00,48.0522204034541,19.384001936340223,24.773209642762332,24.09405519101109,0.67,51.19899449709882,51.2767577168147,0.08,0.09,Eco Mode,4,801.0423109624854,670.0,1.8364102505334172
118,2025-01-05 21:00:00,83.31017537901289,23.331648420956878,26.04774273920346,25.4346301243474,0.98,88.83206159252688,53.12285051144583,0.13,1.43,Eco Mode,4,1234.7151571618585,980.0,1.7937053289704876
119,2025-01-05 22:00:00,82.86544272290121,21.691368999259637,26.59981488780215,21.9249734236254,0.93,89.85454201569411,42.30844824339239,0.08,2.08,Boost All,3,1229.2449454916848,930.0,1.756561988243938
120,2025-01-05 23:00:00,40.38273845180022,18.61916296704881,22.94323495683852,27.338956678016935,0.68,48.58460541376171,59.25734647714735,0.08,3.34,Increase Chiller,0,706.7076829571427,680.0,1.9622083025256112
121,2025-01-06 00:00:00,83.01720366573579,22.38866885058127,28.949189678292186,24.684660461847,0.9,80.1744243411725,52.47724890320036,0.08,0.68,Boost All,3,1231.1116050885503,900.0,1.7310466380789786
122,2025-01-06 01:00:00,72.23287554825242,21.581178631392856,24.7868178437266,23.767513439422405,0.75,62.36428814615776,50.20669808166006,0.07,0.23,Boost All,3,1098.4643692435047,750.0,1.6827713497129755
123,2025-01-06 02:00:00,67.82519314837415,21.37956151774071,24.98680764921405,28.29155914289767,0.86,73.37677166202893,54.53215120677377,0.1,4.29,Reduce AHU,1,1044.249875725002,860.0,1.8235576752191798
124,2025-01-06 03:00:00,33.43024724923538,17.85533048491829,24.992128772365284,25.39123729708011,0.51,33.79761343103075,48.39204654291714,0.05,1.39,Increase Chiller,0,621.1920411655951,510.0,1.821002147810915
125,2025-01-06 04:00:00,41.83222957464025,18.52663257138127,19.87816718358398,21.406902332458923,0.52,38.81921556600996,41.561219808709225,0.06,2.59,Increase Chiller,0,724.5364237680751,520.0,1.7177002879933232
126,2025-01-06 05:00:00,39.90167121129065,18.6483547303982,22.38681233531592,27.07952006206694,0.67,48.33124966312762,56.97687522172417,0.06,3.08,Boost All,3,700.790555898875,670.0,1.9560631123811576
127,2025-01-06 06:00:00,81.33735305743667,23.54600549644505,29.46750146524048,22.427298879272104,0.84,78.63469433018281,43.07458917163954,0.08,1.57,Maintain,2,1210.4494426064712,840.0,1.6939571124847814
128,2025-01-06 07:00:00,59.52276737938893,21.103068412172902,24.560412351017437,23.62299106011405,0.63,51.82440190803567,43.686365854975854,0.06,0.38,Boost All,3,942.1300387664838,630.0,1.6686974983037894
129,2025-01-06 08:00:00,39.91377627356636,18.612016699096287,24.344133560350315,21.898581167767677,0.6,45.23483407081316,48.608724718699776,0.08,2.1,Reduce AHU,1,700.9394481648662,600.0,1.8559940542237472
130,2025-01-06 09:00:00,100.0,25.42953942678767,29.401175865407826,19.93662672575531,1.01,100.0,42.78266938886065,0.15,4.06,Eco Mode,4,1440.0,1010.0,1.7013888888888888
131,2025-01-06 10:00:00,54.94290771179662,20.12179171656992,27.301233451568898,22.12283113586876,0.56,45.50729674904793,39.77478512110476,0.08,1.88,Reduce AHU,1,885.7977648550984,560.0,1.6321984794030346
